"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"150870","occ","","","13449","Miotestudo ibba","species","86855","Miocene","","23.03","5.333","6063"
"212209","occ","25905","","21336","Stigmochelys crassa","species","203525","Zanclean","","5.333","3.6","4924"
"213562","occ","","","21855","Namibchersus namaquensis","species","203528","Middle Miocene","","15.97","11.608","4922"
"213571","occ","35061","","21855","Mesochersus orangeus","species","374264","Middle Miocene","","15.97","11.608","66484"
"217875","occ","","","22234","Gigantochersina ammon","species","86271","Zanclean","","5.333","3.6","4648"
"219150","occ","","","22489","Testudo graeca","species","364325","Pleistocene","","2.588","0.0117","5619"
"219957","occ","","","22642","Gopherus hexagonatus","species","105238","Pleistocene","","2.588","0.0117","5717"
"224583","occ","","","21795","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"224584","occ","","","21795","Geochelone laetoliensis","species","374268","Piacenzian","","3.6","2.588","4451"
"224619","occ","","","21798","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"224620","occ","","","21798","Geochelone laetoliensis","species","374268","Piacenzian","","3.6","2.588","4451"
"224642","occ","","","21799","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"224643","occ","","","21799","Geochelone laetoliensis","species","374268","Piacenzian","","3.6","2.588","4451"
"224668","occ","","","21800","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"224693","occ","","","21801","Geochelone laetoliensis","species","374268","Piacenzian","","3.6","2.588","4451"
"224828","occ","","","21810","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"224877","occ","","","21812","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"224896","occ","","","21813","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"224916","occ","","","21816","Stigmochelys brachygularis","species","374269","Gelasian","","2.588","1.806","4451"
"225376","occ","","","21831","Stigmochelys brachygularis","species","374269","Piacenzian","","3.6","2.588","4451"
"225377","occ","","","21831","Geochelone laetoliensis","species","374268","Piacenzian","","3.6","2.588","4451"
"225661","occ","","","21902","Geochelone sulcata","species","376122","Holocene","","0.0117","0","5230"
"226150","occ","","","21958","Geochelone sulcata","species","376122","Holocene","","0.0117","0","5230"
"227080","occ","","","22073","Kinixys erosa","species","203531","Holocene","","0.0117","0","5324"
"227685","occ","","","22232","Geochelone stromeri","species","203530","Miocene","Pliocene","23.03","2.588","4924"
"228947","occ","","","22548","Geochelone pardalis","species","376119","Pleistocene","Holocene","2.588","0","5633"
"229257","occ","33978","","18324","Hesperotestudo orthopygia","species","67779","Clarendonian","","13.6","10.3","63362"
"256291","occ","","","20604","Gopherus polyphemus","species","55036","Late Pleistocene","","0.126","0.0117","1962"
"256292","occ","","","20604","Hesperotestudo turgida","species","121672","Late Pleistocene","","0.126","0.0117","1962"
"256409","occ","","","20613","Hesperotestudo turgida","species","121672","Late Pleistocene","","0.126","0.0117","1962"
"286965","occ","","","18284","Hesperotestudo orthopygia","species","67779","Barstovian","","15.97","13.6","706"
"286966","occ","","","18284","Geochelone (Hesperotestudo) orthopygia","species","110639","Barstovian","","15.97","13.6","25657"
"287337","occ","","","18442","Geochelone (Hesperotestudo) orthopygia","species","110639","Barstovian","","15.97","13.6","7565"
"287348","occ","","","18165","Geochelone (Hesperotestudo) orthopygia","species","110639","Barstovian","","15.97","13.6","7565"
"287364","occ","","","18001","Geochelone (Hesperotestudo) angusticeps","species","119614","Hemingfordian","","20.43","15.97","3175"
"287821","occ","","","18223","Geochelone (Hesperotestudo) orthopygia","species","110639","Barstovian","","15.97","13.6","712"
"287822","occ","","","18223","Hesperotestudo orthopygia","species","67779","Barstovian","","15.97","13.6","712"
"287849","occ","","","20400","Gopherus polyphemus","species","55036","Irvingtonian","","1.8","0.3","1960"
"287873","occ","","","20402","Hesperotestudo crassiscutata","species","173079","Irvingtonian","","1.8","0.3","769"
"287906","occ","","","20289","Hesperotestudo turgida","species","121672","Irvingtonian","","1.8","0.3","767"
"288800","occ","","","18450","Geochelone (Hesperotestudo) orthopygia","species","110639","Clarendonian","","13.6","10.3","7593"
"288830","occ","","","18275","Geochelone (Hesperotestudo) orthopygia","species","110639","Barstovian","","15.97","13.6","725"
"289269","occ","","","19954","Hesperotestudo turgida","species","121672","Blancan","","4.9","1.8","777"
"289362","occ","","","18141","Geochelone (Hesperotestudo) orthopygia","species","110639","Barstovian","","15.97","13.6","705"
"295353","occ","","","28254","Geochelone sulcata","species","376122","Late Miocene","","11.608","5.333","7702"
"295359","occ","","","28259","Geochelone sulcata","species","376122","Late Miocene","","11.608","5.333","7702"
"295364","occ","","","28265","Geochelone sulcata","species","376122","Late Miocene","","11.608","5.333","7702"
"295371","occ","","","28271","Geochelone sulcata","species","376122","Late Miocene","","11.608","5.333","7702"
"295374","occ","","","28278","Geochelone sulcata","species","376122","Late Miocene","","11.608","5.333","7702"
"339223","occ","","","32050","Geochelone laetoliensis","species","374268","Pliocene","","5.333","2.588","4451"
"339224","occ","","","32050","Stigmochelys brachygularis","species","374269","Pliocene","","5.333","2.588","4451"
"339367","occ","35058","","32054","Centrochelys marocana","species","374258","Late Pliocene","","3.6","2.588","66482"
"351311","occ","","","33396","Testudo globosa","species","365833","MN 15","","4.2","3.2","8882"
"351312","occ","","","33396","Testudo antiqua","species","364327","MN 15","","4.2","3.2","8882"
"360320","occ","","","34128","Chersine hermanni","species","94333","Calabrian","","1.806","0.781","8987"
"361709","occ","","","34269","Gopherus polyphemus","species","55036","Late Pleistocene","","0.126","0.0117","9009"
"368231","occ","","","34840","Testudo globosa","species","365833","MN 15","MN 16","4.2","2.588","8882"
"370487","occ","","","35076","Chersine hermanni","species","94333","Pliocene","Pleistocene","5.333","0.0117","9424"
"382564","occ","","","36373","Chersine hermanni","species","94333","Pleistocene","","2.588","0.0117","9754"
"384373","occ","34590","","36579","Testudo graeca","species","364325","Ruscinian","","5.333","3.2","65163"
"384374","occ","34591","","36579","Titanochelon bacharidisi","species","347873","Ruscinian","","5.333","3.2","65163"
"387160","occ","","","36985","Titanochelon perpiniana","species","358806","Zanclean","Piacenzian","5.333","2.588","9891"
"387722","occ","10508","","36974","Titanochelon gymnesica","species","358119","Pleistocene","","2.588","0.0117","9885"
"407564","occ","","","39209","Megalochelys sivalensis","species","375519","Late Pliocene","","3.6","2.588","10584"
"407591","occ","","","39210","Megalochelys sivalensis","species","375519","Late Pliocene","","3.6","2.588","10584"
"416329","occ","32518","","40358","Pelorochelon soriana","species","344584","Bartonian","","41.3","38","59713"
"417596","occ","35020","","40500","Testudo graeca","species","364325","Early Pleistocene","","2.588","0.781","66368"
"419482","occ","","","40747","Titanochelon bolivari","species","268040","Orleanian","","20","15.97","10996"
"419691","occ","","","40765","Paleotestudo antiqua","species","358124","Vallesian","","11.608","8.7","11009"
"419696","occ","","","40767","Paleotestudo antiqua","species","358124","Vallesian","","11.608","8.7","11009"
"438949","occ","","","42254","Testudo sphaerica","species","341268","Vallesian","","11.608","8.7","11354"
"438975","occ","","","42862","Testudo sphaerica","species","341268","Turolian","","8.7","5.333","11354"
"439020","occ","","","42866","Testudo graeca","species","364325","Middle Pleistocene","","0.781","0.126","11378"
"440154","occ","","","43016","Chersine hermanni","species","94333","Middle Pleistocene","","0.781","0.126","11400"
"443264","occ","","","43655","Chersine hermanni","species","94333","Middle Pleistocene","","0.781","0.126","11465"
"443695","occ","","","43700","Chersine hermanni","species","94333","Middle Pleistocene","","0.781","0.126","11465"
"464103","occ","","","45835","Indotestudo takasago","species","365744","Chattian","","28.1","23.03","12180"
"466168","occ","","","46197","Sinohadrianus sichuanensis","species","341244","Late Eocene","Early Oligocene","37.2","28.4","59291"
"487203","occ","","","48858","Geochelone sulcata","species","376122","Pleistocene","","2.588","0.0117","13025"
"507148","occ","","","51477","Chersine hermanni","species","94333","Pliocene","Pleistocene","5.333","0.0117","13691"
"517564","occ","","","52486","Testudo marginata","species","376852","Pliocene","Pleistocene","5.333","0.0117","14113"
"533694","occ","","","20440","Gopherus polyphemus","species","55036","Rancholabrean","","0.3","0.012","2050"
"533695","occ","","","20440","Hesperotestudo crassiscutata","species","173079","Rancholabrean","","0.3","0.012","2050"
"537162","occ","","","55664","Testudo emys","species","364326","Zanclean","","5.333","3.6","15031"
"537394","occ","","","14149","Miotestudo ibba","species","86855","Langhian","","15.97","13.82","15040"
"541091","occ","37745","","56563","Testudo marmorum","species","347955","Late Miocene","","11.608","5.333","74972"
"558955","occ","","","58089","Hesperotestudo crassiscutata","species","173079","Irvingtonian","","1.8","0.3","15601"
"583618","occ","","","21695","Chersina angulata","species","373908","Pleistocene","","2.588","0.0117","17685"
"610330","occ","34952","","65405","Gopherus polyphemus","species","55036","Pleistocene","","2.588","0.0117","66358"
"613759","occ","","","65960","Gigantochersina ammon","species","86271","Rupelian","","33.9","28.1","66233"
"613760","occ","","","65960","Gigantochersina ammon","species","86271","Rupelian","","33.9","28.1","11955"
"623862","occ","","","67172","Megalochelys sivalensis","species","375519","Late Miocene","","11.608","5.333","19162"
"641079","occ","18988","","69062","Chersine hermanni","species","94333","Middle Pleistocene","","0.781","0.126","19881"
"648822","occ","","","70118","Hesperotestudo crassiscutata","species","173079","Blancan","","4.9","1.8","23537"
"648852","occ","","","18560","Hesperotestudo turgida","species","121672","Hemphillian","","10.3","4.9","23540"
"648853","occ","","","18545","Hesperotestudo turgida","species","121672","Miocene","","23.03","5.333","23540"
"651159","occ","35062","","70421","Namibchersus namaquensis","species","203528","Early Miocene","Middle Miocene","23.03","11.608","66484"
"651161","occ","35063","","70420","Namibchersus namaquensis","species","203528","Early Miocene","Middle Miocene","23.03","11.608","66484"
"684785","occ","","","73781","Ergilemys insolitus","species","104273","Late Eocene","","37.2","33.9","24732"
"691628","occ","","","74498","Gopherus donlaloi","species","105212","Rancholabrean","","0.3","0.012","24994"
"691633","occ","34139","","74499","Chelonoidis gringorum","species","105264","Early Miocene","","23.03","15.97","42415"
"691670","occ","","","74503","Stylemys inusitata","species","366304","Early Miocene","","23.03","15.97","25003"
"706396","occ","","","36143","Protestudo bessarabica","species","383995","Late Miocene","","11.608","5.333","24838"
"706406","occ","","","75801","Protestudo bessarabica","species","383995","Tortonian","","11.62","7.246","24838"
"706459","occ","","","75802","Protestudo bessarabica","species","383995","Tortonian","","11.62","7.246","24838"
"706460","occ","","","75802","Testudo tarakliensis","species","383996","Tortonian","","11.62","7.246","24838"
"709891","occ","","","76059","Gopherus agassizii","species","105217","Late Pleistocene","","0.126","0.0117","25748"
"709892","occ","","","76059","Geochelone (Hesperotestudo) wilsoni","species","119613","Late Pleistocene","","0.126","0.0117","25748"
"711068","occ","","","76101","Geochelone (Hesperotestudo) wilsoni","species","119613","Late Pleistocene","","0.126","0.0117","726"
"740564","occ","","","79632","Geochelone (Hesperotestudo) wilsoni","species","119613","Late Pleistocene","","0.126","0.0117","26749"
"740941","occ","","","79667","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","26766"
"751345","occ","","","20033","Hesperotestudo turgida","species","121672","Blancan","","4.9","1.8","27051"
"779817","occ","","","83868","Chelonoidis hesterna","species","132767","Late Miocene","","11.608","5.333","703"
"788264","occ","","","85137","Hesperotestudo crassiscutata","species","173079","Pleistocene","","2.588","0.0117","28647"
"805375","occ","","","87489","Megalochelys sivalensis","species","375519","Late Miocene","","11.608","5.333","29547"
"811686","occ","34141","","89093","Chelonoidis gringorum","species","105264","Colhuehuapian","","21","17.5","42415"
"834592","occ","","","92732","Geochelone radiata","species","376121","Holocene","","0.0117","0","31261"
"835249","occ","","","92733","Geochelone radiata","species","376121","Holocene","","0.0117","0","31261"
"838742","occ","","","93103","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","3185"
"842435","occ","","","93519","Megalochelys sivalensis","species","375519","Early Pleistocene","","2.588","0.781","31625"
"842797","occ","","","93548","Megalochelys sivalensis","species","375519","Late Pliocene","","3.6","2.588","31625"
"843190","occ","","","93635","Megalochelys sivalensis","species","375519","Late Pliocene","","3.6","2.588","31625"
"897398","occ","","","99590","Gopherus laticuneus","species","173229","Orellan","","33.9","33.3","34254"
"897399","occ","","","99590","Stylemys nebrascensis","species","235294","Orellan","","33.9","33.3","34254"
"897400","occ","","","99591","Gopherus laticuneus","species","173229","Chadronian","","37.2","33.9","34254"
"897401","occ","","","99591","Stylemys nebrascensis","species","235294","Chadronian","","37.2","33.9","34254"
"897402","occ","","","99592","Gopherus laticuneus","species","173229","Orellan","","33.9","33.3","34254"
"897403","occ","","","99592","Stylemys nebrascensis","species","235294","Orellan","","33.9","33.3","34254"
"897404","occ","","","99593","Gopherus laticuneus","species","173229","Chadronian","","37.2","33.9","34254"
"897405","occ","","","99593","Stylemys nebrascensis","species","235294","Chadronian","","37.2","33.9","34254"
"897406","occ","","","99594","Gopherus laticuneus","species","173229","Chadronian","Orellan","37.2","33.3","34254"
"897407","occ","","","99594","Stylemys nebrascensis","species","235294","Chadronian","Orellan","37.2","33.3","34254"
"897408","occ","","","99595","Gopherus laticuneus","species","173229","Chadronian","","37.2","33.9","34254"
"897409","occ","","","99595","Stylemys nebrascensis","species","235294","Chadronian","","37.2","33.9","34254"
"897411","occ","","","17133","Stylemys nebrascensis","species","235294","Orellan","","33.9","33.3","3170"
"897414","occ","","","17527","Stylemys nebrascensis","species","235294","Arikareean","","30.8","20.43","697"
"897417","occ","","","99597","Gopherus mohavensis","species","105245","Barstovian","","15.97","13.6","697"
"897418","occ","","","19553","Gopherus mohavensis","species","105245","Clarendonian","","13.6","10.3","697"
"897419","occ","","","19197","Gopherus depressus","species","105233","Hemingfordian","Barstovian","20.43","13.6","697"
"897421","occ","","","99599","Gopherus agassizii","species","105217","Late Pleistocene","","0.126","0.0117","697"
"897422","occ","","","99600","Gopherus agassizii","species","105217","Late Pleistocene","","0.126","0.0117","697"
"897423","occ","","","99601","Gopherus agassizii","species","105217","Late Pleistocene","","0.126","0.0117","697"
"897424","occ","","","99602","Gopherus agassizii","species","105217","Late Pleistocene","","0.126","0.0117","697"
"898049","occ","","","99792","Floridemys nana","species","173133","Late Miocene","","11.608","5.333","34299"
"898197","occ","","","99817","Gopherus hexagonatus","species","105238","Late Pliocene","","3.6","2.588","34313"
"898198","occ","","","99818","Hesperotestudo turgida","species","121672","Miocene","Pleistocene","23.03","0.0117","36696"
"898199","occ","","","99819","Hesperotestudo turgida","species","121672","Late Pliocene","","3.6","2.588","34314"
"898200","occ","","","18076","Hesperotestudo turgida","species","121672","Late Hemphillian","","10.3","4.9","34314"
"898201","occ","","","20033","Gopherus hexagonatus","species","105238","Blancan","","4.9","1.8","34314"
"898265","occ","","","99836","Stylemys nebrascensis","species","235294","Early Oligocene","","33.9","28.4","34333"
"898331","occ","","","99850","Gopherus laticuneus","species","173229","Orellan","","33.9","33.3","760"
"898332","occ","","","99851","Gopherus laticuneus","species","173229","Orellan","","33.9","33.3","760"
"926824","occ","35347","","106003","Testudo antiqua","species","364327","Burdigalian","Langhian","20.44","13.82","67646"
"926825","occ","35348","","106003","Titanochelon vitodurana","species","380347","Burdigalian","Langhian","20.44","13.82","67646"
"966809","occ","","","65181","Testudo antiqua","species","364327","Burdigalian","","20.44","15.97","37050"
"970956","occ","","","115188","Chersina angulata","species","373908","Middle Pleistocene","","0.781","0.126","37305"
"970989","occ","","","115191","Chersina angulata","species","373908","Pleistocene","","2.588","0.0117","37306"
"971085","occ","","","115205","Chersina angulata","species","373908","Pleistocene","","2.588","0.0117","37314"
"971086","occ","","","115205","Homopus signatus","species","401991","Pleistocene","","2.588","0.0117","37314"
"971266","occ","","","115225","Chersina angulata","species","373908","Late Pleistocene","","0.126","0.0117","37211"
"971759","occ","35059","","32052","Testudo oughlamensis","species","374257","Late Pliocene","","3.6","2.588","66482"
"971760","occ","35060","","32052","Centrochelys marocana","species","374258","Late Pliocene","","3.6","2.588","66482"
"989373","occ","","","21725","Impregnochelys pachytectis","species","203535","Burdigalian","","20.44","15.97","4924"
"989380","occ","","","21726","Kinixys erosa","species","203531","Burdigalian","","20.44","15.97","4924"
"1034071","occ","","","100213","Hesperotestudo ducateli","species","83315","Langhian","","15.97","13.82","41094"
"1046732","occ","","","128691","Ergilemys insolitus","species","104273","Late Eocene","","37.2","33.9","42016"
"1046733","occ","","","128692","Ergilemys insolitus","species","104273","Early Oligocene","","33.9","28.4","42016"
"1046734","occ","","","73781","Geochelone demissa","species","172495","Late Eocene","","37.2","33.9","34192"
"1046735","occ","","","73781","Indotestudo kaiseni","species","172494","Late Eocene","","37.2","33.9","34192"
"1046736","occ","","","128693","Geochelone oskarkuhni","species","238692","Pliocene","","5.333","2.588","42016"
"1083650","occ","34077","","68440","Pelorochelon eocaenica","species","132786","MP 10","","55.8","48.6","59713"
"1083772","occ","","","20491","Gopherus polyphemus","species","55036","Rancholabrean","","0.3","0.012","43539"
"1083773","occ","","","20491","Hesperotestudo turgida","species","121672","Rancholabrean","","0.3","0.012","43539"
"1083774","occ","","","20491","Hesperotestudo crassiscutata","species","173079","Rancholabrean","","0.3","0.012","43539"
"1109174","occ","","","132942","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","45440"
"1109176","occ","32377","","132945","Anhuichelys doumuensis","species","341249","Middle Paleocene","","61.7","58.7","59242"
"1109177","occ","","","140377","Anhuichelys siaoshihensis","species","261149","Early Paleocene","","66","61.7","45440"
"1111269","occ","","","20638","Gopherus polyphemus","species","55036","Late Pleistocene","","0.126","0.0117","45624"
"1112729","occ","","","20650","Gopherus polyphemus","species","55036","Late Pleistocene","","0.126","0.0117","45803"
"1129994","occ","","","143472","Paleotestudo canetotiana","species","105291","Middle Miocene","","15.97","11.608","46485"
"1132803","occ","","","18556","Hesperotestudo turgida","species","121672","Hemphillian","","10.3","4.9","46620"
"1132811","occ","","","37703","Chelonoidis cubensis","species","174457","Pleistocene","","2.588","0.0117","34633"
"1135676","occ","34346","","144662","Chelonoidis alburyorum","species","364321","Holocene","","0.0117","0","64123"
"1135763","occ","","","144666","Titanochelon bolivari","species","268040","Middle Miocene","","15.97","11.608","64553"
"1135764","occ","","","144667","Titanochelon bolivari","species","268040","Middle Miocene","","15.97","11.608","46814"
"1135765","occ","","","92640","Titanochelon bolivari","species","268040","MN 7 + 8","","12.75","11.1","60890"
"1135769","occ","","","144670","Titanochelon bolivari","species","268040","Vallesian","","11.608","8.7","46814"
"1180254","occ","","","152062","Chelonoidis australis","species","351849","Montehermosan","","6.8","4","48757"
"1180410","occ","","","152081","Chelonoidis australis","species","351849","Montehermosan","","6.8","4","48790"
"1180488","occ","","","152084","Chelonoidis australis","species","351849","Montehermosan","","6.8","4","48790"
"1180501","occ","","","152085","Chelonoidis australis","species","351849","Montehermosan","","6.8","4","48790"
"1196087","occ","","","154722","Gopherus polyphemus","species","55036","Late Pleistocene","","0.126","0.0117","50316"
"1196088","occ","","","154722","Hesperotestudo turgida","species","121672","Late Pleistocene","","0.126","0.0117","50316"
"1196879","occ","","","154804","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","50371"
"1197025","occ","","","154805","Gopherus polyphemus","species","55036","Late Pleistocene","","0.126","0.0117","50394"
"1197026","occ","","","154805","Hesperotestudo turgida","species","121672","Late Pleistocene","","0.126","0.0117","50394"
"1197027","occ","","","154805","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","50394"
"1197867","occ","","","154921","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","50430"
"1200556","occ","","","20616","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","50695"
"1246507","occ","","","164396","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","53644"
"1246509","occ","","","164397","Hesperotestudo crassiscutata","species","173079","Late Pleistocene","","0.126","0.0117","53645"
"1258325","occ","","","166979","Gigantochersina ammon","species","86271","Rupelian","","33.9","28.1","28104"
"1280887","occ","","","101961","Stylemys nebrascensis","species","235294","Chadronian","","37.2","33.9","55503"
"1315288","occ","","","176521","Testudo shensiensis","species","364329","Middle Miocene","","15.97","11.608","58113"
"1317512","occ","34082","","176938","Pelorochelon eocaenica","species","132786","Lutetian","","47.8","41.3","59713"
"1319016","occ","","","78236","Palaeoemys occitana","species","338366","Ypresian","","56","47.8","58573"
"1319018","occ","","","78236","Juvemys labarrerei","species","338368","Ypresian","","56","47.8","58573"
"1320124","occ","","","177493","Juvemys labarrerei","species","338368","Lutetian","","47.8","41.3","58573"
"1320125","occ","","","177494","Juvemys labarrerei","species","338368","Lutetian","","47.8","41.3","58573"
"1320126","occ","","","177495","Palaeoemys hessiaca","species","338751","Early Oligocene","","33.9","28.4","58573"
"1329041","occ","","","178873","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59336"
"1329047","occ","","","178876","Testudo nanus","species","172496","Early Oligocene","","33.9","28.4","58770"
"1329832","occ","","","132946","Anhuichelys siaoshihensis","species","261149","Early Paleocene","","66","61.7","59242"
"1329834","occ","","","179035","Anhuichelys siaoshihensis","species","261149","Early Paleocene","","66","61.7","59242"
"1329837","occ","","","179036","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59242"
"1329839","occ","","","132939","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59242"
"1329840","occ","","","179037","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59242"
"1329841","occ","","","179038","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59242"
"1329842","occ","","","179039","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59242"
"1329843","occ","","","179040","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59242"
"1329844","occ","","","179025","Anhuichelys tsienshanensis","species","261150","Middle Paleocene","","61.7","58.7","59242"
"1329845","occ","","","132939","Anhuichelys doumuensis","species","341249","Middle Paleocene","","61.7","58.7","59242"
"1329846","occ","","","179041","Anhuichelys doumuensis","species","341249","Middle Paleocene","","61.7","58.7","59242"
"1329847","occ","","","179042","Anhuichelys doumuensis","species","341249","Middle Paleocene","","61.7","58.7","59242"
"1329848","occ","","","179043","Kansuchelys chiayukuanensis","species","341245","Late Eocene","Oligocene","37.2","23.03","58770"
"1329856","occ","","","127656","Testudo ulanensis","species","172497","Middle Eocene","","48.6","37.2","58770"
"1329860","occ","","","179046","Kansuchelys tsiyuanensis","species","341253","Late Eocene","Early Oligocene","37.2","28.4","59660"
"1329864","occ","","","174962","Testudo sharanensis","species","341258","Middle Eocene","","48.6","37.2","58770"
"1329865","occ","","","36668","Testudo yunnanensis","species","341259","Middle Eocene","","48.6","37.2","58770"
"1329866","occ","","","36668","Testudo lunanensis","species","341260","Middle Eocene","","48.6","37.2","58770"
"1329870","occ","","","179049","Testudo tunhuanensis","species","341261","Miocene","","23.03","5.333","64237"
"1329890","occ","","","179049","Testudo chienfutungensis","species","341263","Miocene","","23.03","5.333","64237"
"1329891","occ","","","42273","Testudo hipparionum","species","341264","Ruscinian","","5.333","3.2","58770"
"1329893","occ","","","179050","Testudo hypercostata","species","341265","Late Miocene","","11.608","5.333","44012"
"1329899","occ","","","42273","Manouria yushensis","species","341269","Ruscinian","","5.333","3.2","64237"
"1329901","occ","","","179051","Testudo shilouensis","species","341270","Late Miocene","","11.608","5.333","58770"
"1329902","occ","","","179052","Testudo changshanensis","species","341271","Early Pleistocene","","2.588","0.781","58770"
"1334955","occ","","","78236","Fontainechelon cassouleti","species","344582","Ypresian","","56","47.8","59712"
"1334956","occ","","","179960","Pelorochelon eocaenica","species","132786","Lutetian","","47.8","41.3","59713"
"1338665","occ","34074","","31736","Pelorochelon eocaenica","species","132786","Bartonian","","41.3","38","59713"
"1338668","occ","","","32191","Paleotestudo canetotiana","species","105291","Langhian","Serravallian","15.97","11.62","60047"
"1338680","occ","","","125333","Testudo promarginata","species","364328","Aquitanian","","23.03","20.44","60047"
"1338693","occ","","","36712","Testudo phosphoritarum","species","346352","MP 28","","28.4","23.03","60047"
"1338723","occ","34075","","35539","Pelorochelon eocaenica","species","132786","Ypresian","","56","47.8","59713"
"1338730","occ","34076","","35540","Pelorochelon eocaenica","species","132786","Ypresian","","56","47.8","59713"
"1338747","occ","","","31586","Cheirogaster maurini","species","347872","Priabonian","","38","33.9","60047"
"1338751","occ","","","69116","Titanochelon ginsburgi","species","437596","MN 4","","16.9","15.97","60047"
"1340372","occ","","","181060","Taraschelon gigas","species","346128","Early Oligocene","","33.9","28.4","76915"
"1340654","occ","","","181101","Testudo denizoti","species","346197","Rupelian","","33.9","28.1","60047"
"1340664","occ","","","181106","Testudo amberiacensis","species","346198","Turolian","","8.7","5.333","60047"
"1340665","occ","","","181107","Testudo amberiacensis","species","346198","Turolian","Pliocene","8.7","2.588","60047"
"1340697","occ","","","181123","Testudo antiqua","species","364327","Middle Miocene","","15.97","11.608","60047"
"1341215","occ","","","179194","Testudo phosphoritarum","species","346352","Late Eocene","Early Miocene","37.2","15.97","60203"
"1342810","occ","","","181642","Testudo promarginata","species","364328","Burdigalian","","20.44","15.97","60047"
"1342841","occ","","","37208","Ergilemys bruneti","species","347700","MP 29","","28.4","23.03","60047"
"1342848","occ","34079","","181653","Pelorochelon eocaenica","species","132786","Ypresian","","56","47.8","59713"
"1342851","occ","","","181655","Testudo promarginata","species","364328","Burdigalian","","20.44","15.97","60047"
"1342855","occ","","","181656","Testudo pusilla","species","364839","Late Oligocene","","28.4","23.03","60047"
"1342858","occ","34078","","73387","Pelorochelon eocaenica","species","132786","Ypresian","","56","47.8","59713"
"1342887","occ","","","181675","Testudo promarginata","species","364328","Burdigalian","","20.44","15.97","60047"
"1348052","occ","","","182641","Fontainechelon cassouleti","species","344582","Ypresian","","56","47.8","60846"
"1348290","occ","","","182672","Titanochelon bacharidisi","species","347873","Early Pliocene","Late Pliocene","5.333","2.588","60875"
"1348291","occ","","","182673","Titanochelon bacharidisi","species","347873","Early Pliocene","Late Pliocene","5.333","2.588","60875"
"1348292","occ","","","182674","Titanochelon bacharidisi","species","347873","Early Pliocene","Late Pliocene","5.333","2.588","60875"
"1348305","occ","34595","","182679","Testudo marginata","species","376852","Pleistocene","","2.588","0.0117","65163"
"1348308","occ","","","182682","Testudo graeca","species","364325","Late Miocene","","11.608","5.333","60884"
"1348330","occ","32933","","182684","Testudo graeca","species","364325","Late Miocene","Early Pliocene","11.608","3.6","60885"
"1348350","occ","","","182686","Testudo brevitesta","species","347893","Late Pliocene","","3.6","2.588","60889"
"1348495","occ","32937","","182709","Chersine hermanni","species","94333","Late Pleistocene","Holocene","0.126","0","60904"
"1348674","occ","","","182751","Titanochelon schafferi","species","347950","Late Miocene","","11.608","5.333","60910"
"1348692","occ","","","182754","Testudo marmorum","species","347955","Late Miocene","","11.608","5.333","60921"
"1349005","occ","32945","","182683","Testudo graeca","species","364325","Late Miocene","Early Pliocene","11.608","3.6","60885"
"1349015","occ","","","182809","Testudo marginata","species","376852","Late Pleistocene","","0.126","0.0117","60957"
"1349020","occ","","","182810","Testudo marginata","species","376852","Late Pleistocene","","0.126","0.0117","60958"
"1349021","occ","","","182811","Testudo marginata","species","376852","Pleistocene","","2.588","0.0117","60958"
"1350561","occ","","","183122","Testudo marginata","species","376852","Pleistocene","","2.588","0.0117","61121"
"1350589","occ","","","183123","Testudo graeca","species","364325","Pleistocene","","2.588","0.0117","61123"
"1350619","occ","","","183124","Testudo marginata","species","376852","Late Pleistocene","","0.126","0.0117","61124"
